,dataset,algorithm,algorithm_params,emb_approach,hubness,metric,hits@1,hits@5,hits@10,hits@25,hits@50,Robin Hood,time in s,memory
2530,D-Y 15K(V1),Brute,{},RSN4EA,LS,euclidean,0.5205333333333333,0.7086,0.7444666666666667,0.7761333333333333,0.7906666666666666,0.32905866666666667,70.414506,1780187136
3370,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",RSN4EA,LS,cosine,0.5176,0.7038666666666666,0.7396666666666667,0.7716666666666666,0.7858,0.32239466666666666,75.438886,287600640
5834,D-Y 15K(V1),KDTree,{},RSN4EA,LS,euclidean,0.5205333333333333,0.7086,0.7444666666666667,0.7761333333333333,0.7906666666666666,0.32905866666666667,136.26126,208232448
4154,D-Y 15K(V1),NGT,{},RSN4EA,LS,euclidean,0.5203333333333333,0.708,0.7439333333333333,0.7756,0.7901333333333334,0.32954133333333335,155.276349,173293568
4938,D-Y 15K(V1),Annoy,{'search_k': -1},RotatE,LS,euclidean,0.46953333333333336,0.6816,0.7186,0.7393333333333333,0.7463333333333333,0.192728,7.1388,194863104
1692,D-Y 15K(V1),BallTree,{},RotatE,LS,euclidean,0.4896,0.7453333333333333,0.7937333333333333,0.8259333333333333,0.8371333333333333,0.20156933333333332,110.407676,195166208
2474,D-Y 15K(V1),Brute,{},RotatE,LS,euclidean,0.4896,0.7453333333333333,0.7937333333333333,0.8259333333333333,0.8371333333333333,0.20156933333333332,69.506959,2341363712
3314,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",RotatE,LS,cosine,0.48933333333333334,0.7446,0.7935333333333333,0.8252666666666667,0.8382,0.19939333333333334,93.560589,308523008
5778,D-Y 15K(V1),KDTree,{},RotatE,LS,euclidean,0.4896,0.7453333333333333,0.7937333333333333,0.8259333333333333,0.8371333333333333,0.20156933333333332,133.809932,195256320
4098,D-Y 15K(V1),NGT,{},RotatE,LS,euclidean,0.4896,0.7454,0.7938,0.826,0.8372,0.20160933333333333,201.538474,197111808
5050,D-Y 15K(V1),Annoy,{'search_k': -1},SimplE,LS,euclidean,0.22446666666666668,0.3254666666666667,0.36666666666666664,0.41226666666666667,0.43893333333333334,0.41113733333333335,7.367897,167469056
1802,D-Y 15K(V1),BallTree,{},SimplE,LS,euclidean,0.2264,0.3568,0.40973333333333334,0.46226666666666666,0.48806666666666665,0.42622133333333334,109.552097,204115968
2586,D-Y 15K(V1),Brute,{},SimplE,LS,euclidean,0.2264,0.3568,0.40973333333333334,0.46226666666666666,0.48806666666666665,0.42622133333333334,69.997331,1779990528
3426,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",SimplE,LS,cosine,0.22586666666666666,0.3536,0.406,0.4574666666666667,0.4832666666666667,0.43199866666666664,58.981656,282439680
5890,D-Y 15K(V1),KDTree,{},SimplE,LS,euclidean,0.2264,0.3568,0.40973333333333334,0.46226666666666666,0.48806666666666665,0.42622133333333334,123.802874,208248832
4210,D-Y 15K(V1),NGT,{},SimplE,LS,euclidean,0.22473333333333334,0.3532,0.40586666666666665,0.4578,0.484,0.428784,87.611775,173260800
5106,D-Y 15K(V1),Annoy,{'search_k': -1},TransD,LS,euclidean,0.27313333333333334,0.4391333333333333,0.4639333333333333,0.48033333333333333,0.4904,0.21624,7.00268,166731776
1858,D-Y 15K(V1),BallTree,{},TransD,LS,euclidean,0.2729333333333333,0.5167333333333334,0.5537333333333333,0.5858666666666666,0.6128666666666667,0.243272,110.185185,204832768
2642,D-Y 15K(V1),Brute,{},TransD,LS,euclidean,0.2729333333333333,0.5167333333333334,0.5537333333333333,0.5858666666666666,0.6128666666666667,0.243272,69.856361,1783025664
3482,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",TransD,LS,cosine,0.2729333333333333,0.5186666666666667,0.5555333333333333,0.5913333333333334,0.6182666666666666,0.234456,128.540577,287485952
5946,D-Y 15K(V1),KDTree,{},TransD,LS,euclidean,0.2729333333333333,0.5167333333333334,0.5537333333333333,0.5858666666666666,0.6128666666666667,0.243272,132.683738,205213696
4266,D-Y 15K(V1),NGT,{},TransD,LS,euclidean,0.2729333333333333,0.5167333333333334,0.5537333333333333,0.5858666666666666,0.6128666666666667,0.243272,257.711317,177758208
5162,D-Y 15K(V1),Annoy,{'search_k': -1},TransH,LS,euclidean,0.3012,0.49266666666666664,0.5254,0.5490666666666667,0.5632666666666667,0.22628133333333333,6.954573,166936576
1914,D-Y 15K(V1),BallTree,{},TransH,LS,euclidean,0.29893333333333333,0.5528,0.6001333333333333,0.6404666666666666,0.6696666666666666,0.2437,110.358168,204165120
2698,D-Y 15K(V1),Brute,{},TransH,LS,euclidean,0.29893333333333333,0.5528,0.6001333333333333,0.6404666666666666,0.6696666666666666,0.2437,69.941159,1783029760
3538,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",TransH,LS,cosine,0.299,0.5542666666666667,0.6023333333333334,0.6451333333333333,0.6764666666666667,0.237228,120.145523,287211520
6002,D-Y 15K(V1),KDTree,{},TransH,LS,euclidean,0.29893333333333333,0.5528,0.6001333333333333,0.6404666666666666,0.6696666666666666,0.2437,141.24516,208244736
4322,D-Y 15K(V1),NGT,{},TransH,LS,euclidean,0.29893333333333333,0.5528,0.6001333333333333,0.6404666666666666,0.6696666666666666,0.24369733333333332,244.629655,173223936
4377,D-Y 15K(V1),Annoy,{'search_k': -1},AttrE,MP emp,euclidean,0.2826,0.3788,0.4196666666666667,0.46286666666666665,0.48333333333333334,0.4591906666666667,60.327672,181575680
1187,D-Y 15K(V1),BallTree,{},AttrE,MP emp,euclidean,0.30106666666666665,0.44953333333333334,0.5120666666666667,0.5768666666666666,0.6049333333333333,0.48329866666666665,125.429668,226930688
1969,D-Y 15K(V1),Brute,{},AttrE,MP emp,euclidean,0.30106666666666665,0.44953333333333334,0.5120666666666667,0.5768666666666666,0.6049333333333333,0.48329866666666665,112.352043,1807216640
2753,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",AttrE,MP emp,cosine,0.2974,0.4412,0.5015333333333334,0.5658666666666666,0.5947333333333333,0.4825986666666667,117.548561,292622336
5217,D-Y 15K(V1),KDTree,{},AttrE,MP emp,euclidean,0.30106666666666665,0.44953333333333334,0.5120666666666667,0.5768666666666666,0.6049333333333333,0.48329866666666665,180.583111,230809600
3593,D-Y 15K(V1),NGT,{},AttrE,MP emp,euclidean,0.2978,0.444,0.5059333333333333,0.5704,0.5982666666666666,0.4852493333333333,122.006475,176136192
4433,D-Y 15K(V1),Annoy,{'search_k': -1},BootEA,MP emp,euclidean,0.732,0.852,0.8752666666666666,0.8894,0.8953333333333333,0.129828,60.594652,181297152
1243,D-Y 15K(V1),BallTree,{},BootEA,MP emp,euclidean,0.7308,0.8510666666666666,0.8772,0.8954666666666666,0.9050666666666667,0.12592,156.098572,228806656
2025,D-Y 15K(V1),Brute,{},BootEA,MP emp,euclidean,0.7308,0.8510666666666666,0.8772,0.8954666666666666,0.9050666666666667,0.12592,112.376996,1805242368
2809,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",BootEA,MP emp,cosine,0.7307333333333333,0.8509333333333333,0.8766666666666667,0.8952,0.9038,0.13335466666666668,166.186631,299999232
5273,D-Y 15K(V1),KDTree,{},BootEA,MP emp,euclidean,0.7308,0.8510666666666666,0.8772,0.8954666666666666,0.9050666666666667,0.12592,147.423535,228564992
3649,D-Y 15K(V1),NGT,{},BootEA,MP emp,euclidean,0.7308,0.8510666666666666,0.8772,0.8954666666666666,0.9050666666666667,0.126056,260.431186,177377280
4489,D-Y 15K(V1),Annoy,{'search_k': -1},ConvE,MP emp,euclidean,0.22686666666666666,0.26153333333333334,0.2744666666666667,0.2875333333333333,0.29586666666666667,0.26982266666666666,61.354673,180146176
1299,D-Y 15K(V1),BallTree,{},ConvE,MP emp,euclidean,0.22706666666666667,0.26253333333333334,0.2758,0.2898,0.3006666666666667,0.24668,148.732642,226684928
2081,D-Y 15K(V1),Brute,{},ConvE,MP emp,euclidean,0.22706666666666667,0.26253333333333334,0.2758,0.2898,0.3006666666666667,0.24668,112.283693,1805144064
2865,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",ConvE,MP emp,cosine,0.22706666666666667,0.26253333333333334,0.2760666666666667,0.2902,0.30133333333333334,0.2637546666666667,133.354181,299098112
5329,D-Y 15K(V1),KDTree,{},ConvE,MP emp,euclidean,0.22706666666666667,0.26253333333333334,0.2758,0.2898,0.3006666666666667,0.24668,148.10896,230510592
3705,D-Y 15K(V1),NGT,{},ConvE,MP emp,euclidean,0.22613333333333333,0.2616,0.27486666666666665,0.28886666666666666,0.2998,0.25092133333333333,188.853421,176201728
4545,D-Y 15K(V1),Annoy,{'search_k': -1},GCN_Align,MP emp,euclidean,0.4802,0.6398666666666667,0.6631333333333334,0.6756666666666666,0.681,0.5592733333333333,61.336178,179646464
1355,D-Y 15K(V1),BallTree,{},GCN_Align,MP emp,euclidean,0.4948,0.6891333333333334,0.7216,0.7376666666666667,0.7447333333333334,0.6036906666666667,125.509109,228933632
2137,D-Y 15K(V1),Brute,{},GCN_Align,MP emp,euclidean,0.4948666666666667,0.6892,0.7217333333333333,0.7377333333333334,0.7447333333333334,0.6036906666666667,113.280674,1805217792
2921,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",GCN_Align,MP emp,cosine,0.48846666666666666,0.678,0.7107333333333333,0.7264666666666667,0.7331333333333333,0.618259549978022,109.327018,283049984
5385,D-Y 15K(V1),KDTree,{},GCN_Align,MP emp,euclidean,0.4948,0.6892666666666667,0.7216666666666667,0.7376666666666667,0.7447333333333334,0.6036906666666667,169.84747,229048320
3761,D-Y 15K(V1),NGT,{},GCN_Align,MP emp,euclidean,0.3347333333333333,0.45486666666666664,0.4795333333333333,0.4912666666666667,0.4968,0.643352,139.052213,179060736
4601,D-Y 15K(V1),Annoy,{'search_k': -1},HolE,MP emp,euclidean,0.2018,0.20933333333333334,0.21926666666666667,0.23806666666666668,0.25726666666666664,0.16578533333333334,61.683819,181006336
1411,D-Y 15K(V1),BallTree,{},HolE,MP emp,euclidean,0.2014,0.21086666666666667,0.22113333333333332,0.2454,0.276,0.21023866666666666,157.640876,228904960
2193,D-Y 15K(V1),Brute,{},HolE,MP emp,euclidean,0.2014,0.21086666666666667,0.22113333333333332,0.2454,0.276,0.21023733333333333,112.878876,1804939264
2977,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",HolE,MP emp,cosine,0.2014,0.21086666666666667,0.22126666666666667,0.24553333333333333,0.2778,0.21064,146.463406,298860544
5441,D-Y 15K(V1),KDTree,{},HolE,MP emp,euclidean,0.2014,0.21086666666666667,0.22113333333333332,0.2454,0.276,0.21023866666666666,172.949452,229371904
3817,D-Y 15K(V1),NGT,{},HolE,MP emp,euclidean,0.2014,0.21086666666666667,0.22113333333333332,0.24546666666666667,0.276,0.21061466666666667,215.239385,177381376
4657,D-Y 15K(V1),Annoy,{'search_k': -1},IMUSE,MP emp,euclidean,0.3300666666666667,0.5528666666666666,0.6094666666666667,0.6542,0.6729333333333334,0.14900133333333335,61.357201,178253824
1467,D-Y 15K(V1),BallTree,{},IMUSE,MP emp,euclidean,0.3272,0.5808,0.6552666666666667,0.7211333333333333,0.7537333333333334,0.14449066666666666,147.356564,228380672
2249,D-Y 15K(V1),Brute,{},IMUSE,MP emp,euclidean,0.3272,0.5808,0.6552666666666667,0.7211333333333333,0.7537333333333334,0.14449066666666666,112.709097,1808089088
3033,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",IMUSE,MP emp,cosine,0.3272,0.5807333333333333,0.6560666666666667,0.7225333333333334,0.7564,0.14925733333333333,175.516961,302161920
5497,D-Y 15K(V1),KDTree,{},IMUSE,MP emp,euclidean,0.3272,0.5808,0.6552666666666667,0.7211333333333333,0.7537333333333334,0.14449066666666666,165.425236,230494208
3873,D-Y 15K(V1),NGT,{},IMUSE,MP emp,euclidean,0.3272,0.5808,0.6552666666666667,0.7211333333333333,0.7537333333333334,0.14450133333333334,286.300177,177000448
4713,D-Y 15K(V1),Annoy,{'search_k': -1},IPTransE,MP emp,euclidean,0.24986666666666665,0.3924666666666667,0.42293333333333333,0.44853333333333334,0.4624666666666667,0.11792266666666666,62.40541,179384320
1523,D-Y 15K(V1),BallTree,{},IPTransE,MP emp,euclidean,0.23513333333333333,0.46653333333333336,0.5207333333333334,0.5649333333333333,0.5892,0.11806133333333334,144.087044,228642816
2305,D-Y 15K(V1),Brute,{},IPTransE,MP emp,euclidean,0.23513333333333333,0.46653333333333336,0.5207333333333334,0.5649333333333333,0.5892,0.11806133333333334,113.554924,1806950400
3089,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",IPTransE,MP emp,cosine,0.23513333333333333,0.4670666666666667,0.5222,0.5676,0.5934666666666667,0.11957333333333334,199.46673,306675712
5553,D-Y 15K(V1),KDTree,{},IPTransE,MP emp,euclidean,0.23513333333333333,0.46653333333333336,0.5207333333333334,0.5649333333333333,0.5892,0.11806133333333334,161.615522,225394688
3929,D-Y 15K(V1),NGT,{},IPTransE,MP emp,euclidean,0.23513333333333333,0.46653333333333336,0.5207333333333334,0.5649333333333333,0.5892,0.11806,320.880507,178143232
4769,D-Y 15K(V1),Annoy,{'search_k': -1},JAPE,MP emp,euclidean,0.416,0.6723333333333333,0.7490666666666667,0.8081333333333334,0.8329333333333333,0.28436133333333335,59.932195,179056640
1579,D-Y 15K(V1),BallTree,{},JAPE,MP emp,euclidean,0.41646666666666665,0.6834,0.7641333333333333,0.8258,0.8496666666666667,0.31826533333333334,134.387401,229736448
2361,D-Y 15K(V1),Brute,{},JAPE,MP emp,euclidean,0.41646666666666665,0.6834,0.7641333333333333,0.8258,0.8496666666666667,0.31826666666666664,111.865524,1806426112
3145,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",JAPE,MP emp,cosine,0.41486666666666666,0.6788666666666666,0.7596666666666667,0.8212,0.8448,0.31594266666666665,99.032428,284323840
5609,D-Y 15K(V1),KDTree,{},JAPE,MP emp,euclidean,0.41646666666666665,0.6834,0.7641333333333333,0.8258,0.8496666666666667,0.31826533333333334,170.128064,228143104
3985,D-Y 15K(V1),NGT,{},JAPE,MP emp,euclidean,0.4125333333333333,0.6771333333333334,0.7573333333333333,0.8188,0.8425333333333334,0.32223066666666667,124.569922,176160768
336,D-Y 15K(V1),Annoy,{'search_k': -1},MultiKE,MP emp,euclidean,0.28813333333333335,0.4540666666666667,0.5167333333333334,0.5931333333333333,0.6374666666666666,0.293432,61.793138,181587968
1076,D-Y 15K(V1),BallTree,{},MultiKE,MP emp,euclidean,0.2959333333333333,0.4762,0.5452,0.6323333333333333,0.6870666666666667,0.30225066666666667,149.769506,230035456
1021,D-Y 15K(V1),Brute,{},MultiKE,MP emp,euclidean,0.2959333333333333,0.4762,0.5452,0.6323333333333333,0.6870666666666667,0.30225066666666667,111.788474,1808355328
252,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",MultiKE,MP emp,cosine,0.2939333333333333,0.4712,0.5387333333333333,0.622,0.6745333333333333,0.3008837096020067,96.646663,286023680
294,D-Y 15K(V1),KDTree,{},MultiKE,MP emp,euclidean,0.2959333333333333,0.4762,0.5452,0.6323333333333333,0.6870666666666667,0.30225066666666667,169.594559,230903808
1131,D-Y 15K(V1),NGT,{},MultiKE,MP emp,euclidean,0.2724,0.4417333333333333,0.5087333333333334,0.594,0.6464666666666666,0.309108,81.306313,180350976
4881,D-Y 15K(V1),Annoy,{'search_k': -1},ProjE,MP emp,euclidean,0.2256,0.27026666666666666,0.2829333333333333,0.2928,0.29646666666666666,0.18451466666666666,62.701182,178130944
1635,D-Y 15K(V1),BallTree,{},ProjE,MP emp,euclidean,0.22713333333333333,0.2839333333333333,0.30233333333333334,0.3158,0.32166666666666666,0.181472,147.415574,226934784
2417,D-Y 15K(V1),Brute,{},ProjE,MP emp,euclidean,0.22713333333333333,0.2839333333333333,0.30233333333333334,0.3158,0.32166666666666666,0.181472,111.898996,1804996608
3257,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",ProjE,MP emp,cosine,0.22706666666666667,0.2840666666666667,0.3024,0.31593333333333334,0.32233333333333336,0.19606533333333334,187.485552,308989952
5721,D-Y 15K(V1),KDTree,{},ProjE,MP emp,euclidean,0.22713333333333333,0.2839333333333333,0.30233333333333334,0.3158,0.32166666666666666,0.181472,170.290875,228167680
4041,D-Y 15K(V1),NGT,{},ProjE,MP emp,euclidean,0.22713333333333333,0.2839333333333333,0.30233333333333334,0.3158,0.32166666666666666,0.18150933333333333,318.529724,176521216
4993,D-Y 15K(V1),Annoy,{'search_k': -1},RSN4EA,MP emp,euclidean,0.3624,0.4478666666666667,0.4669333333333333,0.4846666666666667,0.4938666666666667,0.365916,64.316618,178290688
1745,D-Y 15K(V1),BallTree,{},RSN4EA,MP emp,euclidean,0.4746,0.673,0.7186,0.7595333333333333,0.7780666666666667,0.35903066666666666,140.49686,229974016
2529,D-Y 15K(V1),Brute,{},RSN4EA,MP emp,euclidean,0.4746,0.673,0.7186,0.7595333333333333,0.7780666666666667,0.3590293333333333,113.050775,1805524992
3369,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",RSN4EA,MP emp,cosine,0.4724,0.6694,0.7146,0.7556,0.7736,0.358016,131.742334,298168320
5833,D-Y 15K(V1),KDTree,{},RSN4EA,MP emp,euclidean,0.4746,0.673,0.7186,0.7595333333333333,0.7780666666666667,0.35903066666666666,170.673213,228601856
4153,D-Y 15K(V1),NGT,{},RSN4EA,MP emp,euclidean,0.47446666666666665,0.6726,0.7181333333333333,0.7588666666666667,0.7774,0.359432,223.094468,176140288
4937,D-Y 15K(V1),Annoy,{'search_k': -1},RotatE,MP emp,euclidean,0.42,0.6461333333333333,0.6976666666666667,0.7314666666666667,0.7426,0.15444666666666668,55.077583,209915904
1691,D-Y 15K(V1),BallTree,{},RotatE,MP emp,euclidean,0.43106666666666665,0.6961333333333334,0.7640666666666667,0.8118,0.8322,0.14238666666666666,146.178003,215003136
2473,D-Y 15K(V1),Brute,{},RotatE,MP emp,euclidean,0.43106666666666665,0.6961333333333334,0.7640666666666667,0.8118,0.8322,0.14238666666666666,104.951006,2338336768
3313,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",RotatE,MP emp,cosine,0.4306,0.695,0.7630666666666667,0.81,0.831,0.1471,149.423049,331722752
5777,D-Y 15K(V1),KDTree,{},RotatE,MP emp,euclidean,0.43106666666666665,0.6961333333333334,0.7640666666666667,0.8118,0.8322,0.14238666666666666,163.21147,216981504
4097,D-Y 15K(V1),NGT,{},RotatE,MP emp,euclidean,0.43106666666666665,0.6961333333333334,0.7640666666666667,0.8118,0.8322,0.14242266666666667,252.235036,211472384
5049,D-Y 15K(V1),Annoy,{'search_k': -1},SimplE,MP emp,euclidean,0.21273333333333333,0.2846666666666667,0.32866666666666666,0.3894,0.42686666666666667,0.4493506666666667,60.905119,178737152
1801,D-Y 15K(V1),BallTree,{},SimplE,MP emp,euclidean,0.21286666666666668,0.3062,0.3645333333333333,0.43606666666666666,0.4736,0.5035106666666667,146.912258,226918400
2585,D-Y 15K(V1),Brute,{},SimplE,MP emp,euclidean,0.21286666666666668,0.3062,0.3645333333333333,0.43606666666666666,0.4736,0.503512,112.694823,1806503936
3425,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",SimplE,MP emp,cosine,0.21266666666666667,0.3018,0.3586,0.4305333333333333,0.4684,0.505556,110.147733,296169472
5889,D-Y 15K(V1),KDTree,{},SimplE,MP emp,euclidean,0.21286666666666668,0.3062,0.3645333333333333,0.43606666666666666,0.4736,0.5035106666666667,154.354991,227536896
4209,D-Y 15K(V1),NGT,{},SimplE,MP emp,euclidean,0.21113333333333334,0.3028666666666667,0.36046666666666666,0.432,0.4692,0.5054026666666667,126.244761,177254400
5105,D-Y 15K(V1),Annoy,{'search_k': -1},TransD,MP emp,euclidean,0.2496,0.42546666666666666,0.45713333333333334,0.4792666666666667,0.4905333333333333,0.11698266666666667,61.381526,180707328
1857,D-Y 15K(V1),BallTree,{},TransD,MP emp,euclidean,0.23946666666666666,0.48833333333333334,0.5418666666666667,0.5822666666666667,0.6052666666666666,0.12070933333333334,146.783551,226926592
2641,D-Y 15K(V1),Brute,{},TransD,MP emp,euclidean,0.23946666666666666,0.48833333333333334,0.5418666666666667,0.5822666666666667,0.6052666666666666,0.12070933333333334,111.568592,1804943360
3481,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",TransD,MP emp,cosine,0.23946666666666666,0.48906666666666665,0.5430666666666667,0.5852,0.6103333333333333,0.12224533333333333,186.308693,304570368
5945,D-Y 15K(V1),KDTree,{},TransD,MP emp,euclidean,0.23946666666666666,0.48833333333333334,0.5418666666666667,0.5822666666666667,0.6052666666666666,0.12070933333333334,146.212772,228335616
4265,D-Y 15K(V1),NGT,{},TransD,MP emp,euclidean,0.23946666666666666,0.48833333333333334,0.5418666666666667,0.5822666666666667,0.6052666666666666,0.12070933333333334,300.776938,176373760
5161,D-Y 15K(V1),Annoy,{'search_k': -1},TransH,MP emp,euclidean,0.2658,0.4638,0.5076666666666667,0.5446,0.5608,0.13965333333333332,62.200219,181411840
1913,D-Y 15K(V1),BallTree,{},TransH,MP emp,euclidean,0.2564666666666667,0.5086,0.5726666666666667,0.6294666666666666,0.6598666666666667,0.13449733333333333,147.36439,229101568
2697,D-Y 15K(V1),Brute,{},TransH,MP emp,euclidean,0.2564666666666667,0.5086,0.5726666666666667,0.6294666666666666,0.6598666666666667,0.134496,111.29106,1804935168
3537,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",TransH,MP emp,cosine,0.2564,0.5090666666666667,0.573,0.6307333333333334,0.6653333333333333,0.13658933333333334,172.478757,304758784
6001,D-Y 15K(V1),KDTree,{},TransH,MP emp,euclidean,0.2564666666666667,0.5086,0.5726666666666667,0.6294666666666666,0.6598666666666667,0.13449733333333333,163.140493,225640448
4321,D-Y 15K(V1),NGT,{},TransH,MP emp,euclidean,0.2564666666666667,0.5086,0.5726666666666667,0.6294666666666666,0.6598666666666667,0.1345,274.501636,179191808
4376,D-Y 15K(V1),Annoy,{'search_k': -1},AttrE,MP gauss,euclidean,0.3485333333333333,0.42206666666666665,0.4464666666666667,0.46846666666666664,0.4836666666666667,0.45303466666666664,15.241412,164941824
1186,D-Y 15K(V1),BallTree,{},AttrE,MP gauss,euclidean,0.39293333333333336,0.5046666666666667,0.541,0.5795333333333333,0.6032,0.47653866666666667,130.084695,203042816
1968,D-Y 15K(V1),Brute,{},AttrE,MP gauss,euclidean,0.39293333333333336,0.5046666666666667,0.541,0.5795333333333333,0.6028666666666667,0.4761,76.774465,1783181312
2752,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",AttrE,MP gauss,cosine,0.3676,0.494,0.5348666666666667,0.5744,0.5969333333333333,0.44353333333333333,58.087199,276336640
5216,D-Y 15K(V1),KDTree,{},AttrE,MP gauss,euclidean,0.39293333333333336,0.5046666666666667,0.541,0.5795333333333333,0.6032,0.47653866666666667,147.506203,205295616
3592,D-Y 15K(V1),NGT,{},AttrE,MP gauss,euclidean,0.3884,0.49906666666666666,0.5348666666666667,0.5727333333333333,0.596,0.477772,73.860454,175071232
4432,D-Y 15K(V1),Annoy,{'search_k': -1},BootEA,MP gauss,euclidean,0.7559333333333333,0.8638666666666667,0.8814,0.8916,0.8957333333333334,0.096204,15.718423,169537536
1242,D-Y 15K(V1),BallTree,{},BootEA,MP gauss,euclidean,0.7602,0.8654,0.886,0.8996666666666666,0.9058,0.08131866666666666,133.225718,207626240
2024,D-Y 15K(V1),Brute,{},BootEA,MP gauss,euclidean,0.7602,0.8654,0.886,0.8996666666666666,0.9058,0.08131866666666666,77.1648,1782034432
2808,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",BootEA,MP gauss,cosine,0.7305333333333334,0.862,0.8848666666666667,0.8991333333333333,0.9046666666666666,0.08453333333333334,119.448757,287215616
5272,D-Y 15K(V1),KDTree,{},BootEA,MP gauss,euclidean,0.7602,0.8654,0.886,0.8996666666666666,0.9058,0.08131866666666666,151.362089,208470016
3648,D-Y 15K(V1),NGT,{},BootEA,MP gauss,euclidean,0.7601333333333333,0.8654666666666667,0.886,0.8997333333333334,0.9058,0.08142933333333334,211.303274,176402432
4488,D-Y 15K(V1),Annoy,{'search_k': -1},ConvE,MP gauss,euclidean,0.23846666666666666,0.26653333333333334,0.2768,0.28826666666666667,0.2949333333333333,0.24478133333333332,15.667789,166588416
1298,D-Y 15K(V1),BallTree,{},ConvE,MP gauss,euclidean,0.23946666666666666,0.2682,0.27913333333333334,0.2905333333333333,0.29993333333333333,0.22737066666666667,118.949497,207462400
2080,D-Y 15K(V1),Brute,{},ConvE,MP gauss,euclidean,0.23946666666666666,0.2682,0.27913333333333334,0.2905333333333333,0.29993333333333333,0.22737066666666667,77.292378,1783738368
2864,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",ConvE,MP gauss,cosine,0.23393333333333333,0.2656,0.27826666666666666,0.29113333333333336,0.3012666666666667,0.240416,109.731095,279384064
5328,D-Y 15K(V1),KDTree,{},ConvE,MP gauss,euclidean,0.23946666666666666,0.2682,0.27913333333333334,0.2905333333333333,0.29993333333333333,0.22737066666666667,145.951401,206368768
3704,D-Y 15K(V1),NGT,{},ConvE,MP gauss,euclidean,0.23853333333333335,0.26726666666666665,0.2782,0.2896,0.299,0.23294933333333334,136.056197,175116288
4544,D-Y 15K(V1),Annoy,{'search_k': -1},GCN_Align,MP gauss,euclidean,0.5288666666666667,0.6522666666666667,0.6691333333333334,0.6786666666666666,0.6824,0.5110973333333333,15.449793,167231488
1354,D-Y 15K(V1),BallTree,{},GCN_Align,MP gauss,euclidean,0.5588,0.7042666666666667,0.7288,0.7410666666666667,0.7463333333333333,0.5792986666666666,127.591719,205266944
2136,D-Y 15K(V1),Brute,{},GCN_Align,MP gauss,euclidean,0.5588,0.7040666666666666,0.7284,0.7404,0.7462666666666666,0.585416,78.567107,1783296000
2920,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",GCN_Align,MP gauss,cosine,0.5414666666666667,0.6938,0.7183333333333334,0.7307333333333333,0.7354,0.6023889380300883,59.074254,271892480
5384,D-Y 15K(V1),KDTree,{},GCN_Align,MP gauss,euclidean,0.5588,0.7042666666666667,0.7287333333333333,0.7409333333333333,0.7463333333333333,0.5792986666666666,143.978013,205959168
3760,D-Y 15K(V1),NGT,{},GCN_Align,MP gauss,euclidean,0.3711333333333333,0.4656666666666667,0.48373333333333335,0.49266666666666664,0.4976,0.631756,86.437972,171995136
4600,D-Y 15K(V1),Annoy,{'search_k': -1},HolE,MP gauss,euclidean,0.20553333333333335,0.2154,0.22406666666666666,0.24006666666666668,0.2547333333333333,0.14836266666666667,16.020065,168910848
1410,D-Y 15K(V1),BallTree,{},HolE,MP gauss,euclidean,0.20633333333333334,0.2204,0.22886666666666666,0.24793333333333334,0.2712,0.20110133333333333,133.269079,204718080
2192,D-Y 15K(V1),Brute,{},HolE,MP gauss,euclidean,0.20633333333333334,0.2204,0.22886666666666666,0.24793333333333334,0.2712,0.20110133333333333,77.531701,1782464512
2976,D-Y 15K(V1),HNSW,"{'M': 96, 'efConstruction': 500}",HolE,MP gauss,cosine,0.20493333333333333,0.2182,0.22806666666666667,0.2506,0.277,0.179492,123.314998,281444352
